Participant,Item,EventIndex,EventTime,TimeSinceLastEvent,TotalItemTime,Results.reception.time,Controller.name,Inner.element.number,Label,Latin.Square.Group,PennElementType,PennElementName,Parameter,Value,Subject,age,group,item,itemCond,Sentence1,Sentence1Cond,Sentence2,Sentence2Cond,Sentence3,Sentence3Cond,Sentence4,Sentence4Cond,Sentence5,Sentence5Cond,Sentence6,Sentence6Cond,Sentence7,Sentence7Cond,Sentence8,Sentence8Cond,Comments
8123d7a54766ce9531f008417f7a58f6,7,49,1742307479419,0.0,147576,1742307631,PennController,0,trials,,Var,subject,Final,772017,772017,36,1,2.0,Instigation,Dr Johnson fixed my moody neck from a snowboard injury.,ModInstigation2,The politician pinched a few nerves yesterday with his choice of words.,NoModInstigation2,I found the office to be very clean.,NoModInstigation4,The managers staffed the cruel organization with toadies.,ModInstigation4,Daren wrote this response on January 25.,NoModInstigation2,I won a helpful golf lesson certificate with Jacob through a charity auction .,ModInstigation2,I got these funny pictures from Instagram.,ModInstigation4,One of the boys wrote the hymn.,NoModInstigation4,Value at the end of the trial
8123d7a54766ce9531f008417f7a58f6,7,50,1742307479419,0.0,147576,1742307631,PennController,0,trials,,PennController,8,_Trial_,End,772017,36,1,2.0,Instigation,Dr Johnson fixed my moody neck from a snowboard injury.,ModInstigation2,The politician pinched a few nerves yesterday with his choice of words.,NoModInstigation2,I found the office to be very clean.,NoModInstigation4,The managers staffed the cruel organization with toadies.,ModInstigation4,Daren wrote this response on January 25.,NoModInstigation2,I won a helpful golf lesson certificate with Jacob through a charity auction .,ModInstigation2,I got these funny pictures from Instagram.,ModInstigation4,One of the boys wrote the hymn.,NoModInstigation4,
8123d7a54766ce9531f008417f7a58f6,8,0,1742307479423,0.0,67590,1742307631,PennController,0,trials,,PennController,9,_Trial_,Start,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,
8123d7a54766ce9531f008417f7a58f6,8,1,1742307479423,0.0,67590,1742307631,PennController,0,trials,,PennController,9,_Header_,Start,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,
8123d7a54766ce9531f008417f7a58f6,8,2,1742307479423,0.0,67590,1742307631,PennController,0,trials,,PennController,9,_Header_,End,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,
8123d7a54766ce9531f008417f7a58f6,8,3,1742307501049,21626.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,He knows his content bees.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (32%2C 13)
8123d7a54766ce9531f008417f7a58f6,8,4,1742307502151,1102.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(32%2C 13),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped He knows his content bees.
8123d7a54766ce9531f008417f7a58f6,8,5,1742307502886,735.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,He knows his content bees.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (31%2C 13)
8123d7a54766ce9531f008417f7a58f6,8,6,1742307503967,1081.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(31%2C 13),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped He knows his content bees.
8123d7a54766ce9531f008417f7a58f6,8,7,1742307504734,767.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,He knows his content bees.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (31%2C 12)
8123d7a54766ce9531f008417f7a58f6,8,8,1742307505210,476.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(31%2C 12),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped He knows his content bees.
8123d7a54766ce9531f008417f7a58f6,8,9,1742307505644,434.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,He knows his content bees.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (28%2C 13)
8123d7a54766ce9531f008417f7a58f6,8,10,1742307507721,2077.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(28%2C 13),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped He knows his content bees.
8123d7a54766ce9531f008417f7a58f6,8,11,1742307508378,657.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,He knows his content bees.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (30%2C 12)
8123d7a54766ce9531f008417f7a58f6,8,12,1742307508800,422.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(30%2C 12),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped He knows his content bees.
8123d7a54766ce9531f008417f7a58f6,8,13,1742307511050,2250.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,Pound for pound%2C mountain lions eat more game than wolves .,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (30%2C 9)
8123d7a54766ce9531f008417f7a58f6,8,14,1742307512772,1722.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(30%2C 9),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped Pound for pound%2C mountain lions eat more game than wolves .
8123d7a54766ce9531f008417f7a58f6,8,15,1742307513637,865.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,Pound for pound%2C mountain lions eat more game than wolves .,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (28%2C 9)
8123d7a54766ce9531f008417f7a58f6,8,16,1742307514062,425.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(28%2C 9),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped Pound for pound%2C mountain lions eat more game than wolves .
8123d7a54766ce9531f008417f7a58f6,8,17,1742307522336,8274.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,Patrick made a phone call to Tom.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (18%2C 1)
8123d7a54766ce9531f008417f7a58f6,8,18,1742307523355,1019.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(18%2C 1),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped Patrick made a phone call to Tom.
8123d7a54766ce9531f008417f7a58f6,8,19,1742307524602,1247.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,In the end%2C John kept his loyal promise.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (18%2C 2)
8123d7a54766ce9531f008417f7a58f6,8,20,1742307525400,798.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(18%2C 2),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped In the end%2C John kept his loyal promise.
8123d7a54766ce9531f008417f7a58f6,8,21,1742307529868,4468.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,I urge all parishioners to come see Gus.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (5%2C 1)
8123d7a54766ce9531f008417f7a58f6,8,22,1742307531935,2067.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(5%2C 1),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped I urge all parishioners to come see Gus.
8123d7a54766ce9531f008417f7a58f6,8,23,1742307533837,1902.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,I enjoyed my tour. ,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (2%2C 2)
8123d7a54766ce9531f008417f7a58f6,8,24,1742307534717,880.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(2%2C 2),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped I enjoyed my tour. 
8123d7a54766ce9531f008417f7a58f6,8,25,1742307535603,886.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,I saw this quiet place.,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (3%2C 4)
8123d7a54766ce9531f008417f7a58f6,8,26,1742307536897,1294.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(3%2C 4),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped I saw this quiet place.
8123d7a54766ce9531f008417f7a58f6,8,27,1742307539338,2441.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,I had the thoughtful mechanic working feverishly to get my motor replaced .,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dropped on (18%2C 4)
8123d7a54766ce9531f008417f7a58f6,8,28,1742307545502,6164.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(18%2C 4),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Dopped I had the thoughtful mechanic working feverishly to get my motor replaced .
8123d7a54766ce9531f008417f7a58f6,8,29,1742307547013,1511.0,67590,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Final,I had the thoughtful mechanic working feverishly to get my motor replaced .:(18%2C 4);He knows his content bees.:(30%2C 12);Patrick made a phone call to Tom.:(18%2C 1);I urge all parishioners to come see Gus.:(5%2C 1);In the end%2C John kept his loyal promise.:(18%2C 2);I saw this quiet place.:(3%2C 4);Pound for pound%2C mountain lions eat more game than wolves .:(28%2C 9);I enjoyed my tour. :(2%2C 2),772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,
8123d7a54766ce9531f008417f7a58f6,8,30,1742307547013,0.0,67590,1742307631,PennController,0,trials,,Var,subject,Final,772017,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,Value at the end of the trial
8123d7a54766ce9531f008417f7a58f6,8,31,1742307547013,0.0,67590,1742307631,PennController,0,trials,,PennController,9,_Trial_,End,772017,36,1,3.0,Sentience,I had the thoughtful mechanic working feverishly to get my motor replaced .,ModSentience4,He knows his content bees.,ModSentience2,Patrick made a phone call to Tom.,NoModSentience2,I urge all parishioners to come see Gus.,NoModSentience4,In the end%2C John kept his loyal promise.,ModSentience2,I saw this quiet place.,ModSentience4,Pound for pound%2C mountain lions eat more game than wolves .,NoModSentience4,I enjoyed my tour. ,NoModSentience2,
8123d7a54766ce9531f008417f7a58f6,9,0,1742307547016,0.0,61631,1742307631,PennController,0,trials,,PennController,10,_Trial_,Start,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,
8123d7a54766ce9531f008417f7a58f6,9,1,1742307547016,0.0,61631,1742307631,PennController,0,trials,,PennController,10,_Header_,Start,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,
8123d7a54766ce9531f008417f7a58f6,9,2,1742307547016,0.0,61631,1742307631,PennController,0,trials,,PennController,10,_Header_,End,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,
8123d7a54766ce9531f008417f7a58f6,9,3,1742307561887,14871.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,We hauled the horse to Corning.,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dropped on (31%2C 13)
8123d7a54766ce9531f008417f7a58f6,9,4,1742307562931,1044.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(31%2C 13),772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dopped We hauled the horse to Corning.
8123d7a54766ce9531f008417f7a58f6,9,5,1742307564087,1156.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,We took our bold cat Mitten camping .,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dropped on (29%2C 12)
8123d7a54766ce9531f008417f7a58f6,9,6,1742307565003,916.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(29%2C 12),772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dopped We took our bold cat Mitten camping .
8123d7a54766ce9531f008417f7a58f6,9,7,1742307565883,880.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,We took our bold cat Mitten camping .,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dropped on (28%2C 11)
8123d7a54766ce9531f008417f7a58f6,9,8,1742307566165,282.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(28%2C 11),772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dopped We took our bold cat Mitten camping .
8123d7a54766ce9531f008417f7a58f6,9,9,1742307566617,452.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drag,We took our bold cat Mitten camping .,772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dropped on (29%2C 11)
8123d7a54766ce9531f008417f7a58f6,9,10,1742307566888,271.0,61631,1742307631,PennController,0,trials,,DragDrop,experimental-trials,Drop,(29%2C 11),772017,36,1,4.0,Volition,Sam used his company to buy items useful to criminals.,NoModVolition4,I encourage you to do this dance.,NoModVolition2,You want your loving dog to admire you as his pack leader%2C not fear you .,ModVolition4,They chased the proud rebels out of the capital.,ModVolition2,The president demoted the expert from his cabinet .,NoModVolition2,We hauled the horse to Corning.,NoModVolition4,We took our bold cat Mitten camping .,ModVolition2,We trust the caring teacher.,ModVolition4,Dopped We took our bold cat Mitten camping .
